author,local_guide_info,rating,review,date_text,text_backup
Ross Brannigan,Local Guide · 31 reseñas · 8 fotos,5 estrellas,¡Grandes huevos!,Hace 6 años,"Ross Brannigan
Local Guide · 31 reseñas · 8 fotos






Hace 6 años
¡Grandes huevos!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Huwen A.,Local Guide · 255 reseñas · 83 fotos,5 estrellas,Buenas hamburguesas 🙊…,Hace 6 años,"Huwen A.
Local Guide · 255 reseñas · 83 fotos






Hace 6 años
Buenas hamburguesas 🙊…
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Astrid Cohen,41 reseñas · 14 fotos,4 estrellas,Bien,Hace 4 años,"Astrid Cohen
41 reseñas · 14 fotos






Hace 4 años
Bien
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
114france,Local Guide · 168 reseñas · 1 foto,5 estrellas,mejor,Hace 6 años,"114france
Local Guide · 168 reseñas · 1 foto






Hace 6 años
mejor
Traducido por Google ・ Ver original (coreano)

Me gusta

Compartir"
Guillermo S. Cinque,Local Guide · 79 reseñas · 114 fotos,1 estrella,Estimado,Hace 12 años,"Guillermo S. Cinque
Local Guide · 79 reseñas · 114 fotos






Hace 12 años
Estimado
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
Gianfranco Grasso,Local Guide · 142 reseñas · 478 fotos,5 estrellas,Bonito lugar,Hace 5 años,"Gianfranco Grasso
Local Guide · 142 reseñas · 478 fotos






Hace 5 años
Bonito lugar
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
Michael Smirnov,9 reseñas,5 estrellas,Precioso lugar,Hace 6 años,"Michael Smirnov
9 reseñas






Hace 6 años
Precioso lugar
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Daniel P,Local Guide · 47 reseñas · 1 foto,3 estrellas,,Hace 2 años,"Daniel P
Local Guide · 47 reseñas · 1 foto






Hace 2 años
Servicio
Comí allí
Tipo de comida
Comida

Me gusta

Compartir"
Nerea,2 reseñas · 3 fotos,5 estrellas,,Hace 2 años,"Nerea
2 reseñas · 3 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Otro

Me gusta

Compartir"
Carlos Suárez,21 reseñas,4 estrellas,,Hace 2 años,"Carlos Suárez
21 reseñas






Hace 2 años
Servicio
Comí allí
Tipo de comida
Cena

Me gusta

Compartir"
Phil Haslehurst,8 reseñas,5 estrellas,Conseguir. Una hamburguesa.,Hace 5 años,"Phil Haslehurst
8 reseñas






Hace 5 años
Conseguir. Una hamburguesa.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
mat g.,12 reseñas · 1 foto,4 estrellas,,hace 5 días,"mat g.
12 reseñas · 1 foto






hace 5 días
NUEVA
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 4
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Oscar Javier Vega Sánchez,2 reseñas · 2 fotos,5 estrellas,,Hace 2 semanas,"Oscar Javier Vega Sánchez
2 reseñas · 2 fotos






Hace 2 semanas
NUEVA
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
30-40 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Completa Con Huevo

Me gusta

Compartir"
Mateo Londoño,1 reseña,5 estrellas,,Hace 3 semanas,"Mateo Londoño
1 reseña






Hace 3 semanas
NUEVA
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Maria Coronado,3 reseñas · 5 fotos,5 estrellas,,Hace 3 semanas,"Maria Coronado
3 reseñas · 5 fotos






Hace 3 semanas
NUEVA
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
JAMR 15,,5 estrellas,,Hace 3 semanas,"JAMR 15






Hace 3 semanas
NUEVA
Servicio
Comí allí
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Laura Ferrer Baleriola,,5 estrellas,,Hace 3 semanas,"Laura Ferrer Baleriola






Hace 3 semanas
NUEVA
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Eva García Nieto,Local Guide · 3 reseñas,2 estrellas,,Hace 4 semanas,"Eva García Nieto
Local Guide · 3 reseñas






Hace 4 semanas"
John P.D.,Local Guide · 67 reseñas · 67 fotos,4 estrellas,,Hace un mes,"John P.D.
Local Guide · 67 reseñas · 67 fotos






Hace un mes
Servicio
Comí allí
Tipo de comida
Desayuno
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Ruben Mayoral,Local Guide · 15 reseñas,5 estrellas,,Hace un mes,"Ruben Mayoral
Local Guide · 15 reseñas






Hace un mes
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Oscar Gomez,Local Guide · 2 reseñas · 5 fotos,5 estrellas,,Hace un mes,"Oscar Gomez
Local Guide · 2 reseñas · 5 fotos






Hace un mes"
Borja Castellano,Local Guide · 190 reseñas · 87 fotos,5 estrellas,,Hace un mes,"Borja Castellano
Local Guide · 190 reseñas · 87 fotos






Hace un mes
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 4
Platos recomendados
Croquetas

Me gusta

Compartir"
Monica Arango,Local Guide · 124 reseñas · 7 fotos,3 estrellas,,Hace un mes,"Monica Arango
Local Guide · 124 reseñas · 7 fotos






Hace un mes
Comida: 3
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Lucia Castro,15 reseñas · 10 fotos,5 estrellas,,Hace un mes,"Lucia Castro
15 reseñas · 10 fotos






Hace un mes
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Anne-mette Nørgaard,Local Guide · 3 reseñas · 45 fotos,3 estrellas,,Hace un mes,"Anne-mette Nørgaard
Local Guide · 3 reseñas · 45 fotos






Hace un mes
Tipo de comida
Otro
Precio por persona
10-20 €
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
Emilio Lerida,Local Guide · 106 reseñas · 38 fotos,4 estrellas,,Hace 2 meses,"Emilio Lerida
Local Guide · 106 reseñas · 38 fotos






Hace 2 meses
Servicio
Comí allí
Comida: 4
Servicio: 3
Ambiente: 4

Me gusta

Compartir"
julian Gab,24 reseñas · 1 foto,4 estrellas,,Hace 2 meses,"julian Gab
24 reseñas · 1 foto






Hace 2 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Jesús de Santiago (Santi),Local Guide · 541 reseñas · 691 fotos,5 estrellas,,Hace 2 meses,"Jesús de Santiago (Santi)
Local Guide · 541 reseñas · 691 fotos






Hace 2 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Michael,13 reseñas,1 estrella,,Hace 2 meses,"Michael
13 reseñas






Hace 2 meses
Comida: 1
Servicio: 1
Ambiente: 1

Me gusta

Compartir"
Carlos Rubio Morena,21 reseñas · 8 fotos,5 estrellas,,Hace 2 meses,"Carlos Rubio Morena
21 reseñas · 8 fotos






Hace 2 meses"
Sonsoles Garcia-Nieto,8 reseñas,4 estrellas,,Hace 2 meses,"Sonsoles Garcia-Nieto
8 reseñas






Hace 2 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
30-40 €

Me gusta

Compartir"
Manuel de Buenaga,Local Guide · 15 reseñas · 62 fotos,5 estrellas,,Hace 3 meses,"Manuel de Buenaga
Local Guide · 15 reseñas · 62 fotos






Hace 3 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Laura Perelló,Local Guide · 7 reseñas · 18 fotos,5 estrellas,,Hace 3 meses,"Laura Perelló
Local Guide · 7 reseñas · 18 fotos






Hace 3 meses
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Eduardo Perez,2 reseñas · 17 fotos,4 estrellas,,Hace 3 meses,"Eduardo Perez
2 reseñas · 17 fotos






Hace 3 meses"
Ana Moríñigo,18 reseñas · 48 fotos,5 estrellas,,Hace 3 meses,"Ana Moríñigo
18 reseñas · 48 fotos






Hace 3 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Israel rubio peromoreno,5 reseñas,5 estrellas,,Hace 4 meses,"Israel rubio peromoreno
5 reseñas






Hace 4 meses"
David Doumbia Prieto,Local Guide · 6 reseñas · 13 fotos,5 estrellas,,Hace 4 meses,"David Doumbia Prieto
Local Guide · 6 reseñas · 13 fotos






Hace 4 meses
Comida: 5
Servicio: 5

Me gusta

Compartir"
Thiago De Freitas,3 reseñas,5 estrellas,,Hace 4 meses,"Thiago De Freitas
3 reseñas






Hace 4 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Carmen Almeida Boldo,2 reseñas,4 estrellas,,Hace 4 meses,"Carmen Almeida Boldo
2 reseñas






Hace 4 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
Más de 100 €
Comida: 4
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Francesco Bonadiman,Local Guide · 264 reseñas · 6.533 fotos,5 estrellas,,Hace 4 meses,"Francesco Bonadiman
Local Guide · 264 reseñas · 6.533 fotos






Hace 4 meses
Servicio
Comí allí
Tipo de comida
Desayuno
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Stella Margonar,Local Guide · 33 reseñas · 353 fotos,5 estrellas,,Hace 4 meses,"Stella Margonar
Local Guide · 33 reseñas · 353 fotos






Hace 4 meses
Servicio
Comí allí
Tipo de comida
Desayuno
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Bárbara Porta Ballesteros,Local Guide · 8 reseñas,4 estrellas,,Hace 4 meses,"Bárbara Porta Ballesteros
Local Guide · 8 reseñas






Hace 4 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
LZN,2 reseñas · 8 fotos,5 estrellas,,Hace 5 meses,"LZN
2 reseñas · 8 fotos






Hace 5 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Lola Martin,,4 estrellas,,Hace 5 meses,"Lola Martin






Hace 5 meses"
irene martin,13 reseñas,5 estrellas,,Hace 5 meses,"irene martin
13 reseñas






Hace 5 meses
Comida: 4
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Luz Martínez,Local Guide · 146 reseñas · 98 fotos,5 estrellas,,Hace 6 meses,"Luz Martínez
Local Guide · 146 reseñas · 98 fotos






Hace 6 meses"
Farah,Local Guide · 96 reseñas · 14 fotos,3 estrellas,,Hace 6 meses,"Farah
Local Guide · 96 reseñas · 14 fotos






Hace 6 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 3
Servicio: 2
Ambiente: 4

Me gusta

Compartir"
Paula Robles,Local Guide · 54 reseñas,3 estrellas,,Hace 6 meses,"Paula Robles
Local Guide · 54 reseñas






Hace 6 meses
Comida: 4
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
Celia F. R.,Local Guide · 59 reseñas,3 estrellas,,Hace 6 meses,"Celia F. R.
Local Guide · 59 reseñas






Hace 6 meses
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 2
Servicio: 5
Ambiente: 2

Me gusta

Compartir"
Enrique Garcia,Local Guide · 38 reseñas,4 estrellas,,Hace 7 meses,"Enrique Garcia
Local Guide · 38 reseñas






Hace 7 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 4
Servicio: 5
Ambiente: 4
Platos recomendados
Clásico
Plaza de aparcamiento
Es difícil aparcar
Opciones de aparcamiento
Aparcamiento en la calle gratuito y Aparcamiento en la calle de pago

Me gusta

Compartir"
Elena Pérez,39 reseñas,5 estrellas,,Hace 7 meses,"Elena Pérez
39 reseñas






Hace 7 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Merve Yilmaz,7 reseñas,4 estrellas,,Hace 7 meses,"Merve Yilmaz
7 reseñas






Hace 7 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Raluca Teleanu,Local Guide · 13 reseñas,5 estrellas,,Hace 7 meses,"Raluca Teleanu
Local Guide · 13 reseñas






Hace 7 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Fabia Castro,19 reseñas,5 estrellas,,Hace 8 meses,"Fabia Castro
19 reseñas






Hace 8 meses"
Sergio Alonso,2 reseñas,5 estrellas,,Hace 8 meses,"Sergio Alonso
2 reseñas






Hace 8 meses"
José javier de la calle martin,5 reseñas,1 estrella,,Hace 8 meses,"José javier de la calle martin
5 reseñas






Hace 8 meses"
Jose Antonio Gomez,Local Guide · 55 reseñas · 30 fotos,5 estrellas,,Hace 8 meses,"Jose Antonio Gomez
Local Guide · 55 reseñas · 30 fotos






Hace 8 meses"
Jose Moya,Local Guide · 16 reseñas · 197 fotos,4 estrellas,,Hace 8 meses,"Jose Moya
Local Guide · 16 reseñas · 197 fotos






Hace 8 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Kosuke Nakamori,12 reseñas,5 estrellas,,Hace 9 meses,"Kosuke Nakamori
12 reseñas






Hace 9 meses
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Elvira fernandez,Local Guide · 12 reseñas · 1 foto,5 estrellas,,Hace 9 meses,"Elvira fernandez
Local Guide · 12 reseñas · 1 foto






Hace 9 meses
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Daniel Aguilar,Local Guide · 22 reseñas · 6 fotos,4 estrellas,,Hace 9 meses,"Daniel Aguilar
Local Guide · 22 reseñas · 6 fotos






Hace 9 meses"
David Roldan Peraleda,Local Guide · 24 reseñas,4 estrellas,,Hace 9 meses,"David Roldan Peraleda
Local Guide · 24 reseñas






Hace 9 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
María Cristina Borrego Tendero,Local Guide · 152 reseñas,5 estrellas,,Hace 9 meses,"María Cristina Borrego Tendero
Local Guide · 152 reseñas






Hace 9 meses
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Ana Ortiz,Local Guide · 33 reseñas · 32 fotos,5 estrellas,,Hace 9 meses,"Ana Ortiz
Local Guide · 33 reseñas · 32 fotos






Hace 9 meses"
